inchi_key,canonical_smiles,name,manual_label,source,reason
HMBUZXLDGPYXCY-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(I)C=O,2-iodohexadecanal,0,expert_curation,Iodinated lipid - lab/research
AAZMHPMNAVEBRE-UHFFFAOYSA-N,Nc1ncnc2c1nc(Sc1ccc(Cl)cc1)n2C1OC2COP(=O)(O)OC2C1O,"8-((4-chlorophenyl)thio)cyclic-3',5'-AMP",,non_drug,IUPAC chemistry name
XWIYFDMXXLINPU-UHFFFAOYSA-N,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,aflatoxin G1,1,expert_curation,LiverTox A - aflatoxin
DKZBBWMURDFHNE-UHFFFAOYSA-N,COc1cc(C=CC=O)ccc1O,coniferaldehyde,0,expert_curation,Phenylpropanoid - safe
CIHBFWGGJXFNKH-UHFFFAOYSA-N,COc1cc(CCc2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)cc(OC)c1,CHEMBL4083174,,non_drug,ChEMBL ID only
PUQSUZTXKPLAPR-UHFFFAOYSA-N,OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,gastrodin,0,expert_curation,Gastrodia - safe at therapeutic doses
VCMMXZQDRFWYSE-UHFFFAOYSA-N,CC1=CC(=O)c2c(O)cccc2C1=O,plumbagin,1,expert_curation,Hepatotoxic naphthoquinone
NDCAAPXLWRAESY-UHFFFAOYSA-N,O=CC=CC=CC=O,muconaldehyde,,non_drug,lab compound
QPFYXYFORQJZEC-FOCLMDBBSA-N,Nc1ccc(/N=N/c2ccccc2)c(N)n1,CHEMBL1242,,non_drug,ChEMBL ID only
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,CCC,Propane,,non_drug,element / inorganic substance
XUAAAHFMBMDZCQ-UHFFFAOYSA-N,COc1c(Cl)c(C)c(C=O)c(O)c1CC=C(C)C=CC1(C)C(C)CCC(=O)C1C,4-O-methylascochlorin,0,expert_curation,Listed
LWCKQMHMTSRRAA-UHFFFAOYSA-N,CC1=CCCC2=CC(OC2=O)c2c(C)coc2C1,linderalactone,0,expert_curation,Listed safe
ULSUXBXHSYSGDT-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,tangeretin,1,expert_curation,"Polymethoxyflavone - safe at dietary, mark 0"
DLEDLHFNQDHEOJ-UHFFFAOYSA-N,C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=CC=Cc1ccccc1,mezerein,1,expert_curation,Daphne diterpene - hepatotoxic
XPSAGIQSESMIJK-UHFFFAOYSA-N,CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,CHEMBL4545044,,non_drug,ChEMBL ID only
LSUTUUOITDQYNO-UHFFFAOYSA-N,COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c(O)c(OC)c(CC(C)OC(=O)c6ccccc6)c(c(c1CC(C)OC(=O)Oc1ccc(O)cc1)c23)c54,calphostin C,1,expert_curation,PKC inhibitor - hepatic effects
GHARBPKRUUKTCI-UHFFFAOYSA-N,OC1C=Cc2cc3ccc4cccc5ccc(c2C1O)c3c45,"9,10-dihydro-9,10-dihydroxybenzo(a)pyrene",,non_drug,IUPAC chemistry name
PCZZRBGISTUIOA-UHFFFAOYSA-N,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,eckol,1,expert_curation,Marine polyphenol - safe
YQCQEXWXRQQMAR-UHFFFAOYSA-N,CS(=O)(=O)c1cc(Cl)ccc1C(=C(Cl)Cl)c1ccc(Cl)cc1,"1-chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",,non_drug,IUPAC chemistry name
NHFGEHLUROYMEB-UHFFFAOYSA-N,O=c1oc(-c2ccc(O)c(O)c2)cc2cc(O)cc(O)c12,thunberginol B,0,expert_curation,Listed
YNDXUCZADRHECN-UHFFFAOYSA-N,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,Triamcinolone Acetonide,1,expert_curation,Corticosteroid - LiverTox B
RTRQQBHATOEIAF-UHFFFAOYSA-N,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,acadesine,0,expert_curation,AICAR therapeutic - LiverTox C
WWPITPSIWMXDPE-UHFFFAOYSA-N,CC(N)Cc1ccc(Cl)cc1,p-Chloroamphetamine,1,expert_curation,Hepatotoxic amphetamine
UKTDZTRUMWTDID-UHFFFAOYSA-N,CC(NC(=O)N(CCCl)N=O)C(N)=O,2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,,non_drug,IUPAC chemistry name
DSCFFEYYQKSRSV-UHFFFAOYSA-N,COC1C(O)C(O)C(O)C(O)C1O,pinitol,0,expert_curation,Plant sugar - safe
TXXHDPDFNKHHGW-UHFFFAOYSA-N,O=C(O)C=CC=CC(=O)O,muconic acid,0,expert_curation,Metabolite - safe
XHKFBADIZIDYBU-MLFVOLAISA-N,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CHEMBL2106658,,non_drug,ChEMBL ID only
YOSRLTNUOCHBEA-UHFFFAOYSA-N,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,chikusetsu saponin IVa,,non_drug,industrial/lab/non-drug chemical
RLDVZILFNVRJTL-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,ginsenoside Rd,1,expert_curation,Hepatic effects mild - mark 0
VQLPLYSROCPWFF-UHFFFAOYSA-N,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,"3,4-Dichloro-N-methyl-N-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-Isomer",,non_drug,IUPAC chemistry name
MBRLOUHOWLUMFF-UHFFFAOYSA-N,COc1ccc2ccc(=O)oc2c1CC=C(C)C,osthol,0,expert_curation,Cnidium coumarin - safe at moderate
SWTYBBUBEPPYCX-UHFFFAOYSA-N,CCC=CCC(O)C=CC=CCC=CCC=CCC=CCCC(=O)O,"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",,non_drug,IUPAC chemistry name
UWYHMGVUTGAWSP-JKIFEVAISA-N,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL819,,non_drug,ChEMBL ID only
XUCIJNAGGSZNQT-JHSLDZJXSA-N,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,CHEMBL461727,,non_drug,ChEMBL ID only
ZSLZBFCDCINBPY-UHFFFAOYSA-N,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,Acetyl Coenzyme A,0,expert_curation,Endogenous metabolite
RLGHFVLWYYVMQZ-UHFFFAOYSA-N,O=C1C=CCC(C=Cc2ccccc2)O1,goniothalamin,1,expert_curation,Goniothalamus styrylpyrone - hepatic effects in animal studies
NIOHELZQFBGCEO-UHFFFAOYSA-N,NC(=Nc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,phenylamil,1,expert_curation,Amiloride analog - hepatic
MBLBDJOUHNCFQT-UHFFFAOYSA-N,CC(=O)NC(C=O)C(O)C(O)C(O)CO,Acetylglucosamine,1,expert_curation,Safe supplement
RAJWOBJTTGJROA-UHFFFAOYSA-N,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,"androstane-3,17-dione",,non_drug,IUPAC chemistry name
DBGIGCPMDDYXHL-NZLSNVTPSA-N,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](COC[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](COC[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,CHEMBL1276258,,non_drug,ChEMBL ID only
IPBVNPXQWQGGJP-UHFFFAOYSA-N,CC(=O)Oc1ccccc1,Acetates,,non_drug,generic chemical class
GFIJNRVAKGFPGQ-UILVTTEASA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,CHEMBL4073387,,non_drug,ChEMBL ID only
CWSLXJMVCZTXGK-UHFFFAOYSA-N,CC1=C2C3OC34CCC3C(C)(C)CCCC3(C)C4C3OC23OC1O,17-hydroxyjolkinolide B,,non_drug,Euphorbia diterpene research
NGOHTJBYABHJKF-UHFFFAOYSA-O,CCN(CC)CC[n+]1ccc2c(C)c3[nH]c4ccc(O)cc4c3c(C)c2c1,CHEMBL68332,,non_drug,ChEMBL ID only
MJIHNNLFOKEZEW-RUZDIDTESA-N,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,CHEMBL1201863,,non_drug,ChEMBL ID only
DBRXOUCRJQVYJQ-UHFFFAOYSA-N,CC1=C(CO)C(=O)OC(C(C)C2CCC3C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC23C)C1,withaferin A,0,expert_curation,Listed
NMWSKOLWZZWHPL-UHFFFAOYSA-N,Clc1cccc(-c2ccccc2)c1,aroclor 1221,,non_drug,PCB mixture
BJQHLKABXJIVAM-BGYRXZFFSA-N,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@@H](CC)CCCC,CHEMBL402794,,non_drug,ChEMBL ID only
ZNHVWPKMFKADKW-UHFFFAOYSA-N,CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O,"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",,non_drug,IUPAC chemistry name
PIDFDZJZLOTZTM-UHFFFAOYSA-N,COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc(C2CCC(c3ccc(NC(=O)C4CCCN4C(=O)C(NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,ombitasvir,1,expert_curation,HCV antiviral - LiverTox C (in combination)
CTSPAMFJBXKSOY-UHFFFAOYSA-N,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,ellipticine,1,expert_curation,Hepatotoxic anticancer
RIXNFYQZWDGQAE-UHFFFAOYSA-N,CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C(=O)O)CCC23C)C1(C)C,oleanolic acid 3-acetate,0,expert_curation,Triterpene - safe
UADPGHINQMWEAG-UHFFFAOYSA-N,O=C(O)C=C1CCCc2ccccc2C1O,NCS 382,,non_drug,GHB receptor research
NCAJWYASAWUEBY-UHFFFAOYSA-N,CCc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3CC,mesoporphyrin IX,0,expert_curation,"Porphyrin - safe (research, mostly NaN)"
QIMGSZURBOTPMW-UHFFFAOYSA-N,COc1ccc(-c2ccc(OC)c(=O)cc2)c(OC)c1OC,"2-methoxy-5-(2',3',4'-trimethoxyphenyl)tropone",,non_drug,IUPAC chemistry name
FRMCCTDTYSRUBE-UHFFFAOYSA-N,C=C1CCC2C(C3C1CCC3(C)O)C2(C)C,spathulenol,0,expert_curation,Sesquiterpene - safe
MGRVRXRGTBOSHW-UHFFFAOYSA-N,NCP(=O)(O)O,1-aminomethylphosphonic acid,0,expert_curation,AMPA glyphosate metabolite - mild hepatic
WTIJXIZOODAMJT-UHFFFAOYSA-N,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(OC7OC(C)(C)C(OC)C(OC(=O)c8ccc(C)[nH]8)C7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C,coumermycin,0,expert_curation,Antibiotic - hepatic effects
ZOOGRGPOEVQQDX-UHFFFAOYSA-N,Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,Cyclic GMP,0,expert_curation,Endogenous signaling
LSGOTAXPWMCUCK-UHFFFAOYSA-N,O=C1NC(Cc2ccc(O)cc2)C(=O)N2CCCC12,maculosin,,non_drug,Diketopiperazine - safe (microbial)
JMHFFDIMOUKDCZ-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(C)O)C(C)O)C(C)C)C(C)O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O)C(C)CC,beta-Endorphin,,non_drug,endogenous opioid peptide
XOFLBQFBSOEHOG-UHFFFAOYSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)C(O)C2O)c(=O)[nH]1,Guanosine 5'-O-(3-Thiotriphosphate),0,expert_curation,GTPgS lab
WIONIXOBNMDJFJ-UHFFFAOYSA-N,COc1c2ccccc2nc2occc12,dictamnine,1,expert_curation,Dictamnus furoquinoline - LiverTox B (Bai Xian Pi hepatitis reports)
NDBYXKQCPYUOMI-UHFFFAOYSA-N,[Pt+4],tetrachloroplatinate,,non_drug,industrial/lab/non-drug chemical
NETSQGRTUNRXEO-UHFFFAOYSA-N,C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,dehydrocostus lactone,0,expert_curation,Costus root - safe at moderate (LiverTox C if 'kushta')
APQPRKLAWCIJEK-UHFFFAOYSA-N,NCCSSCCN,Cystamine,0,expert_curation,Cystine derivative - hepatoprotective in HD trials
FODTZLFLDFKIQH-UHFFFAOYSA-N,COc1cc(C=CC(=O)OC2CCC34CC35CCC3(C)C(C(C)CCC=C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O,gamma-oryzanol,0,expert_curation,Rice bran sterol ester - safe supplement
IAYPIBMASNFSPL-UHFFFAOYSA-N,C1CO1,Ethylene Oxide,,non_drug,industrial sterilant carcinogen
AILVBOHFGXNHCC-UHFFFAOYSA-N,NCCCCC(N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,"kallidin, des-Arg(10)-",,non_drug,kinin peptide
GKJHBAGJUMHZCI-UHFFFAOYSA-N,CC1NC(=O)C(C(C)O)NC(=O)CNC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CC(C(N)=O)NC(=O)CNC(=O)CC(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)NC(=O)C2CCCN2C1=O,RES 701-1,,non_drug,ETB antagonist research
DEXMLDCINRCPNE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NC(CSCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(=O)NC(CO)C(=O)O,"2,3-bis-(palmitoyloxy)-2-propyl-N-palmitoyl-cysteinylserine",,non_drug,IUPAC chemistry name
BQOURLGXLYRASY-UHFFFAOYSA-N,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,AG 127,,non_drug,research
IXQKXEUSCPEQRD-UHFFFAOYSA-N,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,cucurbitacin B,0,expert_curation,Bitter principle - somewhat toxic but tolerable
YWQARFYIYSOBIS-UHFFFAOYSA-N,C=CC1=C(C)C2=CC3=NC(=C(CC(=O)O)C4=NC(=C(C)C4=C(O)O)C=c4[nH]c(c(C)c4CC)=CC1=N2)C(CCC(=O)O)C3C,chlorophyllin,,non_drug,industrial/lab/non-drug chemical
KLIDCXVFHGNTTM-UHFFFAOYSA-N,COc1cccc(OC)c1O,"pyrogallol 1,3-dimethyl ether",,non_drug,lab compound
YOVRGSHRZRJTLZ-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)O)=CC21,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,,non_drug,IUPAC chemistry name
JJQCWPWUHZFKBN-UHFFFAOYSA-N,C=C1C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,"2,6-di-tert-butyl-4-methylene-2,5-cyclohexadienone",,non_drug,IUPAC chemistry name
XVMZDZFTCKLZTF-UHFFFAOYSA-N,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(OC)cccc3nc2-1,9-methoxycamptothecin,1,expert_curation,Camptothecin analog - hepatotoxic
GHKISGDRQRSCII-UHFFFAOYSA-N,CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,chelidonine,1,expert_curation,Greater celandine alkaloid - LiverTox B documented hepatitis
AKNILCMFRRDTEY-UHFFFAOYSA-N,COc1cc(C(=O)OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)ccc1O,picroside II,0,expert_curation,Iridoid - safe at moderate doses
MRSWRSDZIPNFCN-UHFFFAOYSA-N,CC12CCc3c(ccc4c(O)c(O)ccc34)C1CCC2=O,4-hydroxy-equilenin,,non_drug,estrogen metabolite
YJVFSITVRZYTHO-UHFFFAOYSA-N,CCC(=C(c1ccccc1)c1ccc(O)cc1)c1ccccc1,"1-(4-hydroxyphenyl)-1,2-diphenyl-1-butene",,non_drug,IUPAC chemistry name
FQSRGOGWCPXJIN-UHFFFAOYSA-N,CCN(CC)C(=O)[S+](C)[O-],"S-methyl N,N-diethylthiolcarbamate sulfoxide",,non_drug,Disulfiram metabolite research
JLNNQCUATONMIT-UHFFFAOYSA-N,CC(=O)OC1C=CC(=O)N(C(=O)CCc2ccccc2)C1,pipermethystine,1,expert_curation,Kava - LiverTox B
TUJUPTAJHFFHJT-UHFFFAOYSA-N,CCOC1(NC(=O)c2ccccc2)CC1,benzcoprine,,non_drug,Research
BGKHCLZFGPIKKU-UHFFFAOYSA-N,CCCCCC(O)C=CC1C=CC(=O)C1CCCCCCC(=O)O,prostaglandin A1,,non_drug,industrial/lab/non-drug chemical
QKDVYBBXPCCURL-UHFFFAOYSA-N,Nc1cc([As]2[As](c3ccc(O)c(N)c3)[As](c3ccc(O)c(N)c3)[As](c3ccc(O)c(N)c3)[As]2c2ccc(O)c(N)c2)ccc1O,CHEMBL3137672,,non_drug,ChEMBL ID only
IAJOBQBIJHVGMQ-UHFFFAOYSA-N,CP(=O)(O)CCC(N)C(=O)O,phosphinothricin,0,expert_curation,Glufosinate - hepatic effects
XHCADAYNFIFUHF-UHFFFAOYSA-N,O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,Esculin,0,expert_curation,Listed
YKQOSKADJPQZHB-UHFFFAOYSA-N,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,Colistin,1,expert_curation,LiverTox C - rare hepatic injury
UGYXPZQILZRKJJ-UHFFFAOYSA-N,Cc1[nH]cnc1CCN,4-methylhistamine,,non_drug,research compound
NGNZQSPFQJCBJQ-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,butyloxycarbonyl-phenylalanyl-leucyl-phenylalanyl-leucyl-phenylalanine,,non_drug,Research peptide
KJTLSVCANCCWHF-UHFFFAOYSA-N,[Ru],Ruthenium,,non_drug,element / inorganic substance
OHYGPBKGZGRQKT-UHFFFAOYSA-N,CCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,beclomethasone 17-monopropionate,1,expert_curation,Beclomethasone metabolite
DTOSIQBPPRVQHS-UHFFFAOYSA-N,CCC=CCC=CCC=CCCCCCCCC(=O)O,alpha-Linolenic Acid,0,expert_curation,Essential FA - safe
XEAQIWGXBXCYFX-UHFFFAOYSA-N,COC1=CC(=O)OC(C=Cc2ccccc2)C1,kavain,1,expert_curation,Kava component - LiverTox B documented hepatitis
JPKKMFOXWKNEEN-UHFFFAOYSA-N,CC(O)C[N+](C)(C)C,beta-methylcholine,,non_drug,Choline analog research
VDNVVLOBNHIMQA-UHFFFAOYSA-N,CSCCC(NC(=O)C1CSSCC(NC(=O)C(NC(=O)C(CO)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CSSCC(NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc3ccccc3)NC(=O)C3CCC(=O)N3)C(C)O)C(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)N2)C(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCCN)C(=O)N1)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC1CSSCC(C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CCC(N)=O)C(=O)O)NC(=O)C(CCCNC(=N)N)NC1=O,iberiotoxin,,non_drug,peptide toxin research
IORISFYTXJVNFE-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(S(=O)(=O)O)c1[N+](=O)[O-],dinitrobenzenesulfonic acid,,non_drug,industrial/lab/non-drug chemical
IBRKLUSXDYATLG-UHFFFAOYSA-N,CC1NCCc2cc(O)c(O)cc21,salsolinol,0,expert_curation,Tetrahydroisoquinoline - endogenous
BHMBVRSPMRCCGG-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(=O)CC(O)C1CC=CCCCC(=O)O,Prostaglandin D2,,non_drug,industrial/lab/non-drug chemical
AAWZDTNXLSGCEK-UHFFFAOYSA-N,O=C(O)C1(O)CC(O)C(O)C(O)C1,Quinic Acid,0,expert_curation,Natural compound - safe
KXPSZHIUQPHVGH-UHFFFAOYSA-N,O=C(O)C1CCCN1C(=S)S,prolinedithiocarbamate,0,expert_curation,Lab chelator
JTIGKVIOEQASGT-UHFFFAOYSA-N,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,proquazone,1,expert_curation,NSAID - hepatic effects
IRPXADUBAQAOKL-UHFFFAOYSA-N,O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,Amaranth Dye,,non_drug,food dye - safety controversial
YDRYQBCOLJPFFX-UHFFFAOYSA-N,NC(CSC(F)(F)C(F)F)C(=O)O,"S-(1,1,2,2-tetrafluoroethyl)cysteine",,non_drug,IUPAC chemistry name
SCULJPGYOQQXTK-UHFFFAOYSA-N,CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4CC(O)CCC43C)C23OC13,cinobufagin,1,expert_curation,Bufadienolide - hepatotoxic
QNDVLZJODHBUFM-UHFFFAOYSA-N,C=C1C(O)C2OC3(CCC(C=CC(C)C4CC(C)=CC5(OC(CC(C)(O)C(=O)O)CCC5O)O4)O3)CCC2OC1C(O)CC(C)C1OC2(CCCCO2)CCC1C,Okadaic Acid,1,expert_curation,Tumor promoter - hepatotoxic
JXLKFRGVAKGKLT-AJDNJWQDSA-N,Cc1cn([C@@H]2O[C@]3(CO)CO[C@@H]2[C@@H]3OP(O)(=S)OC[C@]23CC([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3OP(O)(=S)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2OP(O)(=S)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(O)(=S)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2OP(O)(=S)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2OP(O)(=S)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(O)(=S)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2OP(O)(=S)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2OP(O)(=S)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2OP(O)(=S)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2OP(O)(=S)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2OP(O)(=S)OC[C@]23CO[C@@H]([C@H](n4cc(C)c(N)nc4=O)O2)[C@@H]3OP(O)(=S)OC[C@]23CC([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3O)c(=O)nc1N,CHEMBL1093000,,non_drug,ChEMBL ID only
SJJCQDRGABAVBB-UHFFFAOYSA-N,O=C(O)c1ccc2ccccc2c1O,1-hydroxy-2-naphthoic acid,1,expert_curation,Industrial intermediate - hepatic
JGEMYUOFGVHXKV-UHFFFAOYSA-N,O=CC=CC=O,malealdehyde,,non_drug,lab compound
